GeneID	Length	logFC	logCPM	LR	PValue	FDR
ENSMUSG00000030208	5935	5.02698686753055	2.82468401413992	10.8897063002928	0.000967001605541282	0.478287616133064
ENSMUSG00000022827	6369	5.02698686753055	2.82468401413992	10.8897063002928	0.000967001605541282	0.478287616133064
ENSMUSG00000091387	5087	5.02680576456722	2.82442248976498	10.7592565329322	0.00103759055625355	0.478287616133064
ENSMUSG00000062151	8796	2.21780247344075	3.82381799803372	10.6722861242484	0.00108752626028481	0.478287616133064
ENSMUSG00000021906	5959	1.92644148086044	4.2489707357014	10.6307819328659	0.00111220677309363	0.478287616133064
ENSMUSG00000032890	7972	1.19185324819471	7.74746543764364	10.5001228388769	0.00119366608688992	0.478287616133064
ENSMUSG00000058488	9328	1.48354689870122	5.72977681221084	10.3979139684726	0.00126157753526183	0.478287616133064
ENSMUSG00000107476	6973	1.37698189904754	4.88907970916952	10.3798036301944	0.00127401244084987	0.478287616133064
ENSMUSG00000069874	3690	5.187520911296	2.91140536945865	10.3114674761283	0.0013220611358556	0.478287616133064
ENSMUSG00000072964	4800	1.19807904652197	5.8315715888517	10.1873375721624	0.00141408342356979	0.478287616133064
ENSMUSG00000032501	6248	1.35653975685698	4.95233268962016	10.1863353476274	0.00141485222114226	0.478287616133064
ENSMUSG00000082072	694	2.72763283692219	3.46850485583243	10.1816501418889	0.00141845181819063	0.478287616133064
ENSMUSG00000084098	504	2.3736105668857	3.63181306640061	10.162558670556	0.00143321573792262	0.478287616133064
ENSMUSG00000102101	1350	3.3705651486748	3.28327198701329	10.0728875688219	0.00150467033066437	0.478287616133064
ENSMUSG00000039735	12376	1.27754506997357	5.23159101488916	10.0641569742877	0.0015118172619946	0.478287616133064
ENSMUSG00000031242	6337	1.42628221061868	4.75359736487464	10.0497499592491	0.00152368621228367	0.478287616133064
ENSMUSG00000022807	5091	1.74113335772845	4.28280088781901	9.95139217892913	0.00160727803571895	0.478287616133064
ENSMUSG00000085028	2976	1.29115583916292	5.18161336573388	9.92598452182919	0.00162961658635611	0.478287616133064
ENSMUSG00000096929	9354	1.27645315625499	5.10820523423421	9.88329062674157	0.00166786399283583	0.478287616133064
ENSMUSG00000113600	680	1.62526971003029	4.34696719671218	9.77383766531465	0.00177012589414515	0.478287616133064
ENSMUSG00000074896	1745	1.25158540192018	5.21620224551345	9.77222476602572	0.00177167941083597	0.478287616133064
ENSMUSG00000055733	2837	1.52867793197032	4.52418022804683	9.69174204735095	0.00185097972933809	0.482319793079327
ENSMUSG00000061762	3399	4.8406503547628	2.73179859474555	9.52866496856153	0.00202287216539517	0.482319793079327
ENSMUSG00000006567	6505	4.8406503547628	2.73179859474555	9.52866496856153	0.00202287216539517	0.482319793079327
ENSMUSG00000073867	3339	4.84064806340346	2.73153555468495	9.52865398816865	0.00202288426830857	0.482319793079327
ENSMUSG00000039531	9072	4.84064806340346	2.73153555468495	9.52865398816865	0.00202288426830857	0.482319793079327
ENSMUSG00000022512	4841	3.13781105570412	3.1464439690336	9.50052498023279	0.0020541311763399	0.482319793079327
ENSMUSG00000092035	6667	1.76222882456294	4.43758308444951	9.4400517495649	0.00212297504008694	0.482319793079327
ENSMUSG00000061859	13162	2.21575130586368	3.82334520580327	9.40010808937472	0.00216972650900231	0.482319793079327
ENSMUSG00000003062	5600	1.35053324396678	4.70628087673767	9.39627848300439	0.00217426331655323	0.482319793079327
ENSMUSG00000037531	4419	2.04711098480882	3.95245771152652	9.2872797356716	0.00230750567659349	0.48388741520734
ENSMUSG00000032601	6378	1.14532707364618	5.31430239906863	9.2301505006582	0.00238062078731047	0.48388741520734
ENSMUSG00000002897	8662	1.23422555577078	5.14418487429805	9.21629495667793	0.00239870485059062	0.48388741520734
ENSMUSG00000021690	8858	1.35090097472582	4.70670181583177	9.11551619513122	0.00253450426526051	0.492904681059424
ENSMUSG00000045954	3055	1.63445470745751	4.21630482982575	9.10341725826545	0.00255132388080719	0.492904681059424
ENSMUSG00000039943	8970	1.56139471386334	4.92962655574336	9.07398652725443	0.00259271227425578	0.495514709275507
ENSMUSG00000031216	5499	1.32523216535994	4.93153064206827	8.98935850508257	0.00271556312359281	0.502958939800286
ENSMUSG00000071660	3984	1.37616432238671	4.63157826483018	8.98767819269485	0.0027180613057185	0.502958939800286
ENSMUSG00000038060	6696	4.83910917572056	2.73127255442382	8.92821116875085	0.00280799227577293	0.509278109281511
ENSMUSG00000038047	6459	2.06778538428059	3.73087046803968	8.86932617228238	0.00290002165698597	0.510346385458105
ENSMUSG00000021217	5456	1.40448381967017	4.55166373276461	8.81141472865885	0.00299351837349726	0.514917491925469
ENSMUSG00000025986	6095	1.2177610494727	6.01880747802793	8.73016542819838	0.00312988098498527	0.524816081388001
ENSMUSG00000029563	16346	3.00354795806805	3.07240436871389	8.32163284043761	0.00391756887012915	0.556266768140717
ENSMUSG00000093677	1491	3.00354556094162	3.07266805060016	8.32161811234664	0.00391760063407363	0.556266768140717
ENSMUSG00000027087	10744	1.41001331317344	4.90906116255903	8.29550110874123	0.00397434120634805	0.556266768140717
ENSMUSG00000026383	14758	2.52372504382806	3.34763265166279	8.29204220752394	0.00398191829947008	0.556266768140717
ENSMUSG00000029086	7175	1.57851031713753	4.18173143880194	8.28070020592385	0.00400686744524434	0.556266768140717
ENSMUSG00000029843	4528	1.76385992049488	4.97134486113149	8.25498054935928	0.00406403430156349	0.556266768140717
ENSMUSG00000004098	6809	3.0034762821321	3.0721472204424	8.1678235554902	0.00426400419418332	0.558596678370043
ENSMUSG00000106562	487	4.62662401847683	2.63222489094885	8.16756504818755	0.00426461196642694	0.558596678370043
ENSMUSG00000104814	2228	4.62662401847683	2.63222489094885	8.16756504818755	0.00426461196642694	0.558596678370043
ENSMUSG00000100615	802	3.00327355175932	3.07241086500663	8.1635033892449	0.00427417285126172	0.558596678370043
ENSMUSG00000037363	7238	1.73027761500603	3.95334985103187	8.10826205693266	0.00440639530387071	0.561572610392135
ENSMUSG00000021466	14185	1.16360558987203	5.37602923285228	8.04161510101165	0.00457147593943565	0.561572610392135
ENSMUSG00000024974	5541	1.97300303145713	4.10823611934038	8.01622863977784	0.004636001110067	0.561572610392135
ENSMUSG00000034163	7848	1.32725084440772	4.77663452205451	8.01120479656663	0.00464887983366978	0.561572610392135
ENSMUSG00000037296	3093	1.29158916147954	4.57882799980451	7.97875431433334	0.00473294981854455	0.561572610392135
ENSMUSG00000036777	9063	1.57433194484905	4.3165885219941	7.9782639226224	0.00473423209324345	0.561572610392135
ENSMUSG00000034324	5850	4.62612252416619	2.63196035745485	7.96174891760841	0.00477762274138247	0.561572610392135
ENSMUSG00000109243	2317	4.62612252416619	2.63196035745485	7.96174891760841	0.00477762274138247	0.561572610392135
ENSMUSG00000066771	318	4.62612252416619	2.63196035745485	7.96174891760841	0.00477762274138247	0.561572610392135
ENSMUSG00000106746	1008	4.83447752740576	2.73100959395282	7.87921182411444	0.00500062696590611	0.561572610392135
ENSMUSG00000081575	758	4.83447752740576	2.73100959395282	7.87921182411444	0.00500062696590611	0.561572610392135
ENSMUSG00000024583	6466	1.15696305691027	5.03350324866008	7.82182581729144	0.00516190224728689	0.561572610392135
ENSMUSG00000057143	3740	4.84743776838378	2.73232479430245	7.8211921799179	0.00516371228023132	0.561572610392135
ENSMUSG00000046480	4982	1.00852279040445	5.94978379347882	7.70595293118439	0.00550390096054295	0.561572610392135
ENSMUSG00000022306	9536	2.06551621468134	3.73039259971763	7.70176307237217	0.00551669135428388	0.561572610392135
ENSMUSG00000032278	3954	2.41102669751608	3.28396739890215	7.67423020421116	0.00560149844512613	0.561572610392135
ENSMUSG00000028419	1519	1.39013181248641	4.72906941626277	7.65374532071847	0.00566545791510868	0.561572610392135
ENSMUSG00000085067	2436	2.41095614802847	3.28371444589722	7.59681620045473	0.00584714631654477	0.561572610392135
ENSMUSG00000046879	5810	1.52013403919342	4.14607111882853	7.59376967399888	0.00585703516918196	0.561572610392135
ENSMUSG00000071862	6022	1.36236875918144	4.52434297784701	7.54946031175293	0.00600280501391158	0.561572610392135
ENSMUSG00000078921	2938	2.4111815282354	3.28370787004991	7.53760136614543	0.00604244310557157	0.561572610392135
ENSMUSG00000026319	9500	1.08589703022071	5.05207264963086	7.5178074840283	0.00610919934394973	0.561572610392135
ENSMUSG00000037730	6764	1.98643744790462	3.68290936358572	7.45917818134623	0.00631138137886141	0.561572610392135
ENSMUSG00000099858	1070	1.34294355116903	4.40923371241516	7.42733730989455	0.00642403279778244	0.561572610392135
ENSMUSG00000062866	11692	1.42752425568385	4.34690407741996	7.42409056327481	0.00643563435069768	0.561572610392135
ENSMUSG00000027835	2939	2.09803756909003	3.46819359028461	7.41836359268928	0.00645615061900636	0.561572610392135
ENSMUSG00000034098	9264	2.09803756909003	3.46819359028461	7.41836359268928	0.00645615061900636	0.561572610392135
ENSMUSG00000098404	940	1.83961946443678	3.82351806325711	7.38018014079023	0.00659465644127129	0.561572610392135
ENSMUSG00000041817	6082	1.46896866866649	4.24977813608049	7.36775047787863	0.00664039511600517	0.561572610392135
ENSMUSG00000021996	3366	2.19616282040474	3.52406636569705	7.36766216908403	0.00664072123100061	0.561572610392135
ENSMUSG00000024290	18094	2.19616282040474	3.52406636569705	7.36766216908403	0.00664072123100061	0.561572610392135
ENSMUSG00000117465	1183	1.29154407016259	4.57795265004476	7.34703025628239	0.00671736274724654	0.561572610392135
ENSMUSG00000033306	22046	1.91185816155893	3.86747623452238	7.31842916573778	0.00682510417126185	0.561572610392135
ENSMUSG00000041840	7167	3.00218327847815	3.07189010835385	7.30712191017426	0.00686818438899264	0.561572610392135
ENSMUSG00000038702	5763	3.00076251228036	3.07215371560347	7.29643604742353	0.00690915239665027	0.561572610392135
ENSMUSG00000062127	8138	1.19816365534078	4.77764143455255	7.24339730126701	0.00711622049723331	0.561572610392135
ENSMUSG00000076609	532	2.72522615014558	3.86617204536172	7.23838806316506	0.00713610185173011	0.561572610392135
ENSMUSG00000039242	6335	1.16082672796271	4.75434781592667	7.22743755352681	0.00717976162197193	0.561572610392135
ENSMUSG00000027796	5368	2.09776168153241	3.46820023859681	7.22239904158078	0.00719994179878558	0.561572610392135
ENSMUSG00000062210	10328	2.09776168153241	3.46820023859681	7.22239904158078	0.00719994179878558	0.561572610392135
ENSMUSG00000020954	6646	1.31499795511304	4.49697624334019	7.19825322087223	0.00729745775383506	0.561572610392135
ENSMUSG00000024869	3904	2.85549806937417	2.99462099366455	7.16097247583177	0.00745067915150036	0.561572610392135
ENSMUSG00000022184	2047	2.85549577823838	2.99436238168572	7.16095996677897	0.0074507311109595	0.561572610392135
ENSMUSG00000074749	2278	2.85549338111196	2.99462746215511	7.16094688018449	0.00745078546977788	0.561572610392135
ENSMUSG00000064128	4874	4.63140051627347	2.63275408025306	7.1400909512161	0.00753793358613884	0.561572610392135
ENSMUSG00000084941	873	4.63140051627347	2.63275408025306	7.1400909512161	0.00753793358613884	0.561572610392135
ENSMUSG00000036854	2299	2.0981548430232	3.46869805371952	7.13006157075316	0.0075802124538791	0.561572610392135
ENSMUSG00000006736	2193	1.17328058697937	4.68195278422458	7.12427009904366	0.00760473674028784	0.561572610392135
ENSMUSG00000055320	13570	1.37484091955523	4.3156190973895	7.11368129430848	0.00764978551667426	0.561572610392135
ENSMUSG00000022335	7323	1.58295499756711	4.03329600383608	7.11257660404534	0.0076545009752343	0.561572610392135
ENSMUSG00000069372	1605	2.51996363919357	3.34763925155985	7.11233072388989	0.00765555093856196	0.561572610392135
ENSMUSG00000031558	25433	1.34243970373309	4.40834067774955	6.99908208536891	0.00815515226993072	0.561572610392135
ENSMUSG00000117725	6295	1.98370119001561	3.68193471366227	6.99559312212395	0.0081710629068649	0.561572610392135
ENSMUSG00000022949	3914	1.60129873380536	5.31503203231103	6.95768958723103	0.00834597382640954	0.561572610392135
ENSMUSG00000042508	11041	1.21562115159291	5.0694859005982	6.93574057436155	0.00844900727698889	0.561572610392135
ENSMUSG00000002831	6350	1.50584975964709	5.20060509357117	6.9101176284072	0.00857093521934963	0.561572610392135
ENSMUSG00000041360	8626	1.52046826823655	4.14676912198181	6.90253587910422	0.00860735744468207	0.561572610392135
ENSMUSG00000035069	2144	2.4097048458212	3.28346152660663	6.90197162380953	0.00861007441498516	0.561572610392135
ENSMUSG00000025350	2809	1.90087049143953	3.63174495148046	6.89425472426295	0.00864732060684629	0.561572610392135
ENSMUSG00000010175	8390	1.39095339996788	4.43969100694061	6.89403211959293	0.00864839746861201	0.561572610392135
ENSMUSG00000047496	8532	1.90008924271848	3.63224832406039	6.86463555283853	0.00879181769928588	0.562690634847768
ENSMUSG00000024427	4755	1.18663303396862	4.60571702070801	6.84399195113446	0.00889398709875138	0.562841881514893
ENSMUSG00000102416	1744	4.3751479684876	2.52527119666062	6.76408973137736	0.00930103545151774	0.562841881514893
ENSMUSG00000026480	8478	4.3751479684876	2.52527119666062	6.76408973137736	0.00930103545151774	0.562841881514893
ENSMUSG00000007122	1951	4.3751479684876	2.52527119666062	6.76408973137736	0.00930103545151774	0.562841881514893
ENSMUSG00000087035	2219	4.3751479684876	2.52527119666062	6.76408973137736	0.00930103545151774	0.562841881514893
ENSMUSG00000030249	8373	4.3751479684876	2.52527119666062	6.76408973137736	0.00930103545151774	0.562841881514893
ENSMUSG00000038257	9208	4.3751479684876	2.52527119666062	6.76408973137736	0.00930103545151774	0.562841881514893
ENSMUSG00000064325	9076	4.3751479684876	2.52527119666062	6.76408973137736	0.00930103545151774	0.562841881514893
ENSMUSG00000050103	6397	4.3751479684876	2.52527119666062	6.76408973137736	0.00930103545151774	0.562841881514893
ENSMUSG00000113491	1477	4.3751479684876	2.52527119666062	6.76408973137736	0.00930103545151774	0.562841881514893
ENSMUSG00000080844	330	4.37534015183518	2.52553728223309	6.75027775769479	0.00937330915541849	0.562841881514893
ENSMUSG00000087623	1661	4.37534015183518	2.52553728223309	6.75027775769479	0.00937330915541849	0.562841881514893
ENSMUSG00000049811	4396	4.37534015183518	2.52553728223309	6.75027775769479	0.00937330915541849	0.562841881514893
ENSMUSG00000065336	138	4.37534015183518	2.52553728223309	6.75027775769479	0.00937330915541849	0.562841881514893
ENSMUSG00000107881	4229	1.66168992900384	3.91220378410469	6.71495495314813	0.00956077059118972	0.567621559297858
ENSMUSG00000025762	8366	2.6257033870324	3.40806641218187	6.71351436669509	0.00956849692763662	0.567621559297858
ENSMUSG00000028883	13868	2.09851720983143	3.46768925694746	6.71022635332062	0.00958615558980025	0.567621559297858
ENSMUSG00000082776	1416	2.85490079990021	2.99410380676231	6.66061577623354	0.00985668496884775	0.576684753912053
ENSMUSG00000049047	3540	2.85405293436699	2.99436884903869	6.65347503842996	0.00989626295256208	0.576684753912053
ENSMUSG00000045609	715	2.85405293436699	2.99436884903869	6.65347503842996	0.00989626295256208	0.576684753912053
ENSMUSG00000038816	7661	1.15891120797285	5.03409453530029	6.64771695364372	0.00992829608963026	0.576684753912053
ENSMUSG00000027162	4521	1.00590403550849	5.46553743218786	6.62926332264576	0.0100316744245166	0.578259741062876
ENSMUSG00000038056	20291	1.2522388673977	4.72924027683381	6.62547846854452	0.0100530133896944	0.578259741062876
ENSMUSG00000028082	9004	1.41339894364478	4.21578460071615	6.61717584159416	0.0100999866356136	0.578536928243427
ENSMUSG00000032531	6289	1.16265991663896	4.75475085195357	6.55798431624612	0.0104414574284483	0.580393641009115
ENSMUSG00000031932	5095	1.20244202138436	4.52407802019489	6.55623076409706	0.0104517521547944	0.580393641009115
ENSMUSG00000075284	5896	1.57440267158748	4.18128691790561	6.55109549937843	0.0104819600969914	0.580393641009115
ENSMUSG00000056116	3414	1.13189060774674	4.65660798183308	6.47542192739225	0.0109376345373297	0.589107625049997
ENSMUSG00000107182	4055	1.80848037292319	3.57924631765624	6.45737686105934	0.0110492639226056	0.59332210562052
ENSMUSG00000109865	4057	1.99303629007392	3.40951788700239	6.44677101219077	0.0111154179794058	0.594720877139776
ENSMUSG00000028420	3807	1.51589513451818	3.99373566972829	6.44249042591902	0.0111422331544697	0.594720877139776
ENSMUSG00000024754	8520	1.68121134346117	3.73105880291934	6.42121898686597	0.0112764732192675	0.595244173303907
ENSMUSG00000054051	12851	1.13130181371435	4.65726634054595	6.4088088201526	0.0113555569730746	0.595244173303907
ENSMUSG00000037572	7349	1.84381583792619	3.82399089260475	6.40446822628698	0.0113833515678477	0.595244173303907
ENSMUSG00000029561	6374	1.73206198359347	3.95453791644278	6.39912099921884	0.0114176880632345	0.595244173303907
ENSMUSG00000074060	1495	4.3728538552794	2.52500515284202	6.3327116615554	0.0118530949364831	0.601076737784933
ENSMUSG00000057054	1377	4.3728538552794	2.52500515284202	6.3327116615554	0.0118530949364831	0.601076737784933
ENSMUSG00000098284	3329	4.3728538552794	2.52500515284202	6.3327116615554	0.0118530949364831	0.601076737784933
ENSMUSG00000064343	71	4.3728538552794	2.52500515284202	6.3327116615554	0.0118530949364831	0.601076737784933
ENSMUSG00000042846	4251	1.13393498639723	4.95182393499655	6.31239849157067	0.0119896534134964	0.601076737784933
ENSMUSG00000030016	15810	1.02814595337824	5.47939951994287	6.30165814341146	0.0120625090176633	0.601076737784933
ENSMUSG00000102865	1437	4.37795825215989	2.52580340957006	6.3001261976321	0.0120729377399134	0.601076737784933
ENSMUSG00000035305	5762	4.37795825215989	2.52580340957006	6.3001261976321	0.0120729377399134	0.601076737784933
ENSMUSG00000097253	2237	4.37795825215989	2.52580340957006	6.3001261976321	0.0120729377399134	0.601076737784933
ENSMUSG00000110447	3207	4.37795825215989	2.52580340957006	6.3001261976321	0.0120729377399134	0.601076737784933
ENSMUSG00000020482	3372	1.41439519230939	4.21577767449464	6.2881721133845	0.0121546338993061	0.601772877231938
ENSMUSG00000056174	4489	1.63978129545924	4.2153650846656	6.25517704597557	0.012383087163618	0.602122789454339
ENSMUSG00000041124	4647	1.05121459389463	5.45052516416843	6.25252857257723	0.0124016150131349	0.602122789454339
ENSMUSG00000062519	11758	1.17133543145327	4.68154403305907	6.24835543284644	0.0124308667394867	0.602122789454339
ENSMUSG00000066829	6133	1.46817942524953	4.24909060623881	6.1920646115622	0.0128324390294804	0.611484641581729
ENSMUSG00000033237	10737	1.24078630037875	4.34753274732098	6.18294669599357	0.0128987291141654	0.612722042716732
ENSMUSG00000024151	5518	1.18600661803736	4.60441688066306	6.17461705482331	0.0129595958385493	0.612722042716732
ENSMUSG00000019873	8294	1.32189579067155	4.28314604231779	6.16932771448315	0.0129983995256646	0.612722042716732
ENSMUSG00000056592	3495	1.68093864687404	3.73081645862552	6.15559321097658	0.0130997173530077	0.612722042716732
ENSMUSG00000005043	4414	1.68093864687404	3.73081645862552	6.15559321097658	0.0130997173530077	0.612722042716732
ENSMUSG00000070436	2443	1.02311604207736	5.01440099684357	6.14796877222182	0.0131563120335945	0.613754042218134
ENSMUSG00000035851	13651	1.06331585217735	4.91220002854904	6.13689032642197	0.0132389934602843	0.61438608293236
ENSMUSG00000021890	5490	1.24916405144719	4.55093234519698	6.12746494673953	0.0133097581597307	0.616061566487117
ENSMUSG00000029163	4937	1.99275829118136	3.40901083785151	6.09130192714547	0.013584894928216	0.624442677073209
ENSMUSG00000022935	6721	1.51848036164361	4.1449128371325	6.08909439844068	0.0136018785776379	0.624442677073209
ENSMUSG00000045314	3900	1.51755670919426	3.99419878760717	6.08526938435116	0.0136313580907171	0.624442677073209
ENSMUSG00000107451	1221	1.58883691791042	3.8688546658512	6.07752136365221	0.0136912738924115	0.624635889690948
ENSMUSG00000026977	10391	1.68205806336434	3.7310520516562	6.05178219355186	0.0138922680806464	0.626596922606046
ENSMUSG00000022466	3224	1.6815703712626	3.73179275803643	6.04760664805725	0.0139251594705406	0.626596922606046
ENSMUSG00000022369	5481	2.6904968251265	2.91212033762447	6.02259906340053	0.01412383187192	0.629677629015452
ENSMUSG00000066571	8239	2.2880464233287	3.21629952713848	6.00794402977887	0.0142416117286042	0.629677629015452
ENSMUSG00000030878	5684	1.29375871672635	4.37949325856985	5.98894092692929	0.0143958429918701	0.63334582509282
ENSMUSG00000051548	744	2.28631152468978	3.2168212596454	5.98339651844693	0.0144411651919334	0.63377103733685
ENSMUSG00000030921	4111	1.99355260235647	3.41001844099179	5.97474788921648	0.0145121559630212	0.635317881987041
ENSMUSG00000027570	3853	1.31195514394305	4.67986410593103	5.91303913907027	0.0150292216456201	0.637886107997646
ENSMUSG00000030351	5326	2.29048933929022	3.21706252484103	5.90901786949247	0.0150635678144683	0.637886107997646
ENSMUSG00000020134	6553	1.22085734948106	4.43940106882499	5.89620718270216	0.0151735254455705	0.637886107997646
ENSMUSG00000028125	12022	2.69039298721581	2.91186028234496	5.89118965523023	0.0152168172494093	0.637886107997646
ENSMUSG00000042340	1824	2.69039298721581	2.91186028234496	5.89118965523023	0.0152168172494093	0.637886107997646
ENSMUSG00000068335	1977	2.69069201817977	2.91264700286381	5.81965003313523	0.0158480979470808	0.647081355089583
ENSMUSG00000064065	9003	1.01972698633117	5.75123868241077	5.8057405949285	0.0159739387208394	0.647081355089583
ENSMUSG00000078813	2222	1.1849156180555	4.6044239107593	5.79994756315407	0.0160266525011122	0.647081355089583
ENSMUSG00000019952	4190	2.40892605237432	3.28294921663507	5.77029695485004	0.016299280072207	0.647081355089583
ENSMUSG00000068134	4376	2.85252386756446	2.99384526888668	5.76270097394364	0.0163698888763324	0.647081355089583
ENSMUSG00000031563	13784	1.08956681323851	4.63146395628221	5.74888865725043	0.0164990911686004	0.647081355089583
ENSMUSG00000064349	66	2.84989122334249	2.99411027297799	5.74841361342803	0.0165035534507992	0.647081355089583
ENSMUSG00000062797	5210	1.45812974699828	4.10857584076485	5.70837422259367	0.0168841690671225	0.647081355089583
ENSMUSG00000014361	4336	1.01561263089989	5.12866022793508	5.6976205169484	0.0169879284155038	0.647081355089583
ENSMUSG00000112714	1699	1.39683877919989	4.07175019779635	5.69649379565859	0.0169988378199652	0.647081355089583
ENSMUSG00000104002	2549	1.44711629906021	3.95328376762759	5.67850386760147	0.0171740064234881	0.647081355089583
ENSMUSG00000105265	11594	1.13287207053105	4.65595681256146	5.64491000041179	0.0175061147169848	0.647081355089583
ENSMUSG00000031608	5253	1.71067179402742	3.52500774434107	5.6314023107648	0.0176415131793613	0.647081355089583
ENSMUSG00000096370	5780	1.99342372711216	3.40875405182863	5.62756665024087	0.0176801577947353	0.647081355089583
ENSMUSG00000052920	11036	2.15394074473294	3.14664220585955	5.62206222852205	0.0177357680550614	0.647081355089583
ENSMUSG00000085767	1678	1.51085913203009	3.82394432065179	5.58001919081013	0.018166523591933	0.647081355089583
ENSMUSG00000020189	9600	1.44610781349712	3.95305443958358	5.56135659521156	0.0183611807977972	0.647081355089583
ENSMUSG00000046519	2841	1.29406279779683	4.14578299543569	5.52813868418378	0.0187130020894411	0.647081355089583
ENSMUSG00000022125	2563	1.29406279779683	4.14578299543569	5.52813868418378	0.0187130020894411	0.647081355089583
ENSMUSG00000025491	1094	2.15412497254617	3.14689800592994	5.50887112254605	0.0189202549082508	0.647081355089583
ENSMUSG00000031365	6745	1.4099731911756	4.21557045653218	5.49925284019603	0.019024600635081	0.647081355089583
ENSMUSG00000022425	5779	1.13683703412899	8.15698446449077	5.49724637032647	0.0190464430562627	0.647081355089583
ENSMUSG00000033931	4970	1.59518610706657	3.68284826353362	5.46825130423127	0.0193649924482983	0.647081355089583
ENSMUSG00000035403	6698	1.44770330191741	3.95399924446045	5.45251339843682	0.0195401948928694	0.647081355089583
ENSMUSG00000032649	4245	1.80759574778808	3.57850105091258	5.41743234243633	0.0199366580651517	0.647081355089583
ENSMUSG00000014039	11349	1.04492655719895	4.6050059765061	5.36294057539033	0.0205690622706059	0.647081355089583
ENSMUSG00000107272	939	1.99498872006665	3.41026876625874	5.34272909232208	0.0208088714168781	0.647081355089583
ENSMUSG00000118219	5271	2.28679661032522	3.21604526359859	5.26878724382302	0.0217111332555628	0.647081355089583
ENSMUSG00000000600	21853	1.39371319224056	4.07177083290215	5.26487097923454	0.0217600356552526	0.647081355089583
ENSMUSG00000002718	5273	1.11825499988776	4.73027014406293	5.25736779096795	0.021854046867191	0.647081355089583
ENSMUSG00000026579	7430	2.15515004636619	3.1466356807802	5.25241906200838	0.021916282102184	0.647081355089583
ENSMUSG00000067158	10612	4.0717392222419	2.4102902913717	5.24969367410358	0.0219506349462086	0.647081355089583
ENSMUSG00000026395	18313	4.0717392222419	2.4102902913717	5.24969367410358	0.0219506349462086	0.647081355089583
ENSMUSG00000010492	2522	4.0717392222419	2.4102902913717	5.24969367410358	0.0219506349462086	0.647081355089583
ENSMUSG00000087368	3515	4.0717392222419	2.4102902913717	5.24969367410358	0.0219506349462086	0.647081355089583
ENSMUSG00000062329	1056	4.0717392222419	2.4102902913717	5.24969367410358	0.0219506349462086	0.647081355089583
ENSMUSG00000087380	2406	4.0717392222419	2.4102902913717	5.24969367410358	0.0219506349462086	0.647081355089583
ENSMUSG00000108628	618	4.0717392222419	2.4102902913717	5.24969367410358	0.0219506349462086	0.647081355089583
ENSMUSG00000045008	1864	4.0717392222419	2.4102902913717	5.24969367410358	0.0219506349462086	0.647081355089583
ENSMUSG00000084849	697	4.0717392222419	2.4102902913717	5.24969367410358	0.0219506349462086	0.647081355089583
